userId:0,serialNumber:T2020080220343435672533950804183,cardNumber:6212261202030400000,dealTime:20200802210217420,InOrOut:0	
userId:236,serialNumber:T2020080220343446932639623622448,cardNumber:6212261202030400236,dealTime:20200802204707469,InOrOut:0	
userId:237,serialNumber:T2020080220343446902655166733670,cardNumber:6212261202030400237,dealTime:20200802211845469,InOrOut:1	
userId:238,serialNumber:T2020080220343446952675046909417,cardNumber:6212261202030400238,dealTime:20200802213013469,InOrOut:0	
userId:239,serialNumber:T2020080220343446942611005255424,cardNumber:6212261202030400239,dealTime:20200802205227469,InOrOut:0	
userId:240,serialNumber:T2020080220343446978683435094139,cardNumber:6212261202030400240,dealTime:20200802211510469,InOrOut:0	
userId:241,serialNumber:T2020080220343446998629633081113,cardNumber:6212261202030400241,dealTime:20200802210209469,InOrOut:1	
userId:242,serialNumber:T2020080220343447068623347040833,cardNumber:6212261202030400242,dealTime:20200802205246470,InOrOut:0	
userId:243,serialNumber:T2020080220343447028685947912070,cardNumber:6212261202030400243,dealTime:20200802204947470,InOrOut:1	
userId:244,serialNumber:T2020080220343447088649478633670,cardNumber:6212261202030400244,dealTime:20200802210823470,InOrOut:1	
userId:245,serialNumber:T2020080220343447018676208409844,cardNumber:6212261202030400245,dealTime:20200802205838470,InOrOut:0	
userId:246,serialNumber:T2020080220343447038683543561495,cardNumber:6212261202030400246,dealTime:20200802212312470,InOrOut:0	
userId:247,serialNumber:T2020080220343447008636900844252,cardNumber:6212261202030400247,dealTime:20200802205019470,InOrOut:0	
userId:248,serialNumber:T2020080220343447058664735047725,cardNumber:6212261202030400248,dealTime:20200802212846470,InOrOut:1	
userId:249,serialNumber:T2020080220343447048671204770659,cardNumber:6212261202030400249,dealTime:20200802213224470,InOrOut:0	
userId:250,serialNumber:T2020080220343447071638901418538,cardNumber:6212261202030400250,dealTime:20200802211422470,InOrOut:0	
userId:251,serialNumber:T2020080220343447191625913152452,cardNumber:6212261202030400251,dealTime:20200802204829471,InOrOut:1	
userId:252,serialNumber:T2020080220343447161676911538852,cardNumber:6212261202030400252,dealTime:20200802210635471,InOrOut:0	
userId:253,serialNumber:T2020080220343447121662076803905,cardNumber:6212261202030400253,dealTime:20200802205858471,InOrOut:1	
userId:254,serialNumber:T2020080220343447181667071380326,cardNumber:6212261202030400254,dealTime:20200802210605471,InOrOut:0	
userId:255,serialNumber:T2020080220343447111676373361230,cardNumber:6212261202030400255,dealTime:20200802203649471,InOrOut:0	
userId:256,serialNumber:T2020080220343447231627036633131,cardNumber:6212261202030400256,dealTime:20200802203719472,InOrOut:1	
userId:257,serialNumber:T2020080220343447201640332963266,cardNumber:6212261202030400257,dealTime:20200802213205472,InOrOut:0	
userId:258,serialNumber:T2020080220343447251612202961906,cardNumber:6212261202030400258,dealTime:20200802211452472,InOrOut:1	
userId:259,serialNumber:T2020080220343447241611678926403,cardNumber:6212261202030400259,dealTime:20200802211202472,InOrOut:0	
userId:260,serialNumber:T2020080220343447273632291189567,cardNumber:6212261202030400260,dealTime:20200802203523472,InOrOut:1	
userId:261,serialNumber:T2020080220343447293620281759315,cardNumber:6212261202030400261,dealTime:20200802204806472,InOrOut:0	
userId:262,serialNumber:T2020080220343447263654375266264,cardNumber:6212261202030400262,dealTime:20200802211236473,InOrOut:0	
userId:263,serialNumber:T2020080220343447323636651916247,cardNumber:6212261202030400263,dealTime:20200802212659473,InOrOut:1	
userId:264,serialNumber:T2020080220343447383624469426665,cardNumber:6212261202030400264,dealTime:20200802205343473,InOrOut:1	
userId:265,serialNumber:T2020080220343447313653586320548,cardNumber:6212261202030400265,dealTime:20200802211536473,InOrOut:0	
userId:266,serialNumber:T2020080220343447333684791977956,cardNumber:6212261202030400266,dealTime:20200802213314473,InOrOut:1	
userId:267,serialNumber:T2020080220343447303684772379142,cardNumber:6212261202030400267,dealTime:20200802212355473,InOrOut:0	
userId:268,serialNumber:T2020080220343447353657372824024,cardNumber:6212261202030400268,dealTime:20200802210955473,InOrOut:1	
userId:269,serialNumber:T2020080220343447343665283418869,cardNumber:6212261202030400269,dealTime:20200802211333473,InOrOut:0	
userId:270,serialNumber:T2020080220343447370616647532385,cardNumber:6212261202030400270,dealTime:20200802211428473,InOrOut:0	
userId:271,serialNumber:T2020080220343447390618786091959,cardNumber:6212261202030400271,dealTime:20200802210349473,InOrOut:0	
userId:272,serialNumber:T2020080220343447360631364929623,cardNumber:6212261202030400272,dealTime:20200802210520473,InOrOut:0	
userId:273,serialNumber:T2020080220343447420611423021826,cardNumber:6212261202030400273,dealTime:20200802203842474,InOrOut:0	
userId:274,serialNumber:T2020080220343447480622486473377,cardNumber:6212261202030400274,dealTime:20200802210826474,InOrOut:1	
userId:275,serialNumber:T2020080220343447410618336874873,cardNumber:6212261202030400275,dealTime:20200802213051474,InOrOut:0	
userId:276,serialNumber:T2020080220343447430642858150244,cardNumber:6212261202030400276,dealTime:20200802211146474,InOrOut:1	
userId:277,serialNumber:T2020080220343447400612968120129,cardNumber:6212261202030400277,dealTime:20200802203829474,InOrOut:1	
userId:278,serialNumber:T2020080220343447450655688891292,cardNumber:6212261202030400278,dealTime:20200802210623474,InOrOut:0	
userId:279,serialNumber:T2020080220343447440617418679633,cardNumber:6212261202030400279,dealTime:20200802204055474,InOrOut:0	
userId:280,serialNumber:T2020080220343447475687059411237,cardNumber:6212261202030400280,dealTime:20200802212602474,InOrOut:0	
userId:281,serialNumber:T2020080220343447495679820079975,cardNumber:6212261202030400281,dealTime:20200802204209474,InOrOut:1	
userId:282,serialNumber:T2020080220343447465619287540649,cardNumber:6212261202030400282,dealTime:20200802210628474,InOrOut:1	
userId:283,serialNumber:T2020080220343447525648709669266,cardNumber:6212261202030400283,dealTime:20200802212029475,InOrOut:0	
userId:284,serialNumber:T2020080220343447585645149273920,cardNumber:6212261202030400284,dealTime:20200802210011475,InOrOut:0	
userId:285,serialNumber:T2020080220343447515671298416601,cardNumber:6212261202030400285,dealTime:20200802203527475,InOrOut:0	
userId:286,serialNumber:T2020080220343447535687533977563,cardNumber:6212261202030400286,dealTime:20200802210118475,InOrOut:0	
userId:287,serialNumber:T2020080220343447505666759112756,cardNumber:6212261202030400287,dealTime:20200802205615475,InOrOut:1	
userId:288,serialNumber:T2020080220343447555643792701104,cardNumber:6212261202030400288,dealTime:20200802211035475,InOrOut:0	
userId:289,serialNumber:T2020080220343447545616293899770,cardNumber:6212261202030400289,dealTime:20200802210932476,InOrOut:1	
userId:290,serialNumber:T2020080220343447674618181667309,cardNumber:6212261202030400290,dealTime:20200802213151476,InOrOut:1	
userId:291,serialNumber:T2020080220343447694662102038087,cardNumber:6212261202030400291,dealTime:20200802212821476,InOrOut:1	
userId:292,serialNumber:T2020080220343447664624681058716,cardNumber:6212261202030400292,dealTime:20200802212135476,InOrOut:1	
userId:293,serialNumber:T2020080220343447624662619599346,cardNumber:6212261202030400293,dealTime:20200802213124476,InOrOut:0	
userId:294,serialNumber:T2020080220343447684633723741396,cardNumber:6212261202030400294,dealTime:20200802213058476,InOrOut:0	
userId:295,serialNumber:T2020080220343447614625653652906,cardNumber:6212261202030400295,dealTime:20200802211713476,InOrOut:0	
userId:296,serialNumber:T2020080220343447734663962525798,cardNumber:6212261202030400296,dealTime:20200802210510477,InOrOut:1	
userId:297,serialNumber:T2020080220343447704667733855441,cardNumber:6212261202030400297,dealTime:20200802212329477,InOrOut:0	
userId:298,serialNumber:T2020080220343447754626573287658,cardNumber:6212261202030400298,dealTime:20200802204115477,InOrOut:1	
userId:299,serialNumber:T2020080220343447744629701796440,cardNumber:6212261202030400299,dealTime:20200802205301477,InOrOut:1	
userId:300,serialNumber:T2020080220343447777272412808966,cardNumber:6212261202030400300,dealTime:20200802211409477,InOrOut:1	
userId:301,serialNumber:T2020080220343447797254104098500,cardNumber:6212261202030400301,dealTime:20200802204356477,InOrOut:1	
userId:302,serialNumber:T2020080220343447767262529606398,cardNumber:6212261202030400302,dealTime:20200802204140477,InOrOut:0	
userId:303,serialNumber:T2020080220343447727267419387435,cardNumber:6212261202030400303,dealTime:20200802203655478,InOrOut:1	
userId:304,serialNumber:T2020080220343447887230478305822,cardNumber:6212261202030400304,dealTime:20200802211817478,InOrOut:1	
userId:305,serialNumber:T2020080220343447817235369606673,cardNumber:6212261202030400305,dealTime:20200802212957478,InOrOut:1	
userId:306,serialNumber:T2020080220343447837211492460449,cardNumber:6212261202030400306,dealTime:20200802212622478,InOrOut:1	
userId:307,serialNumber:T2020080220343447807219228546066,cardNumber:6212261202030400307,dealTime:20200802213134478,InOrOut:1	
userId:308,serialNumber:T2020080220343447857280898340305,cardNumber:6212261202030400308,dealTime:20200802204657478,InOrOut:1	
userId:309,serialNumber:T2020080220343447847285710909691,cardNumber:6212261202030400309,dealTime:20200802204546478,InOrOut:1	
userId:310,serialNumber:T2020080220343447879288592602078,cardNumber:6212261202030400310,dealTime:20200802205018478,InOrOut:0	
userId:311,serialNumber:T2020080220343447999212633165485,cardNumber:6212261202030400311,dealTime:20200802205946479,InOrOut:0	
userId:312,serialNumber:T2020080220343447969225028427438,cardNumber:6212261202030400312,dealTime:20200802213148479,InOrOut:1	
userId:313,serialNumber:T2020080220343447929279965544905,cardNumber:6212261202030400313,dealTime:20200802204849479,InOrOut:1	
userId:314,serialNumber:T2020080220343447989272086697150,cardNumber:6212261202030400314,dealTime:20200802205204479,InOrOut:0	
userId:315,serialNumber:T2020080220343447919231740054094,cardNumber:6212261202030400315,dealTime:20200802212513479,InOrOut:0	
userId:316,serialNumber:T2020080220343447939233835390398,cardNumber:6212261202030400316,dealTime:20200802213300479,InOrOut:0	
userId:317,serialNumber:T2020080220343447909225649287102,cardNumber:6212261202030400317,dealTime:20200802205027479,InOrOut:1	
userId:318,serialNumber:T2020080220343448059279252697053,cardNumber:6212261202030400318,dealTime:20200802210733480,InOrOut:1	
userId:319,serialNumber:T2020080220343448049244901109750,cardNumber:6212261202030400319,dealTime:20200802204918480,InOrOut:1	
userId:320,serialNumber:T2020080220343448076246047067687,cardNumber:6212261202030400320,dealTime:20200802212018480,InOrOut:0	
userId:321,serialNumber:T2020080220343448096275998903688,cardNumber:6212261202030400321,dealTime:20200802212351480,InOrOut:1	
userId:322,serialNumber:T2020080220343448066285541820925,cardNumber:6212261202030400322,dealTime:20200802211948480,InOrOut:1	
userId:323,serialNumber:T2020080220343448026257281148470,cardNumber:6212261202030400323,dealTime:20200802203816480,InOrOut:0	
userId:324,serialNumber:T2020080220343448086269157327162,cardNumber:6212261202030400324,dealTime:20200802205849480,InOrOut:0	
userId:325,serialNumber:T2020080220343448016242328971151,cardNumber:6212261202030400325,dealTime:20200802203528480,InOrOut:0	
userId:326,serialNumber:T2020080220343448136251287433552,cardNumber:6212261202030400326,dealTime:20200802204535481,InOrOut:1	
userId:327,serialNumber:T2020080220343448106214534997341,cardNumber:6212261202030400327,dealTime:20200802210610481,InOrOut:1	
userId:328,serialNumber:T2020080220343448156270112933743,cardNumber:6212261202030400328,dealTime:20200802204340481,InOrOut:1	
userId:329,serialNumber:T2020080220343448146238052187615,cardNumber:6212261202030400329,dealTime:20200802205845481,InOrOut:0	
userId:330,serialNumber:T2020080220343448172215069748306,cardNumber:6212261202030400330,dealTime:20200802212818481,InOrOut:0	
userId:331,serialNumber:T2020080220343448192225072749371,cardNumber:6212261202030400331,dealTime:20200802205918481,InOrOut:1	
userId:332,serialNumber:T2020080220343448162285350764868,cardNumber:6212261202030400332,dealTime:20200802211107481,InOrOut:1	
userId:333,serialNumber:T2020080220343448122259310388493,cardNumber:6212261202030400333,dealTime:20200802211122481,InOrOut:0	
userId:334,serialNumber:T2020080220343448182286604859278,cardNumber:6212261202030400334,dealTime:20200802211537481,InOrOut:0	
userId:335,serialNumber:T2020080220343448112256115726049,cardNumber:6212261202030400335,dealTime:20200802210228481,InOrOut:0	
userId:336,serialNumber:T2020080220343448232269098539177,cardNumber:6212261202030400336,dealTime:20200802210654482,InOrOut:0	
userId:337,serialNumber:T2020080220343448202260585691725,cardNumber:6212261202030400337,dealTime:20200802211134482,InOrOut:1	
userId:338,serialNumber:T2020080220343448252228564292548,cardNumber:6212261202030400338,dealTime:20200802204623482,InOrOut:1	
userId:339,serialNumber:T2020080220343448242218287459298,cardNumber:6212261202030400339,dealTime:20200802203436482,InOrOut:0	
userId:340,serialNumber:T2020080220343448278256921594035,cardNumber:6212261202030400340,dealTime:20200802205145482,InOrOut:1	
userId:341,serialNumber:T2020080220343448298269943746331,cardNumber:6212261202030400341,dealTime:20200802213017482,InOrOut:1	
userId:342,serialNumber:T2020080220343448268238282478597,cardNumber:6212261202030400342,dealTime:20200802205908482,InOrOut:1	
userId:343,serialNumber:T2020080220343448228233380197279,cardNumber:6212261202030400343,dealTime:20200802205420482,InOrOut:0	
userId:344,serialNumber:T2020080220343448288265984032474,cardNumber:6212261202030400344,dealTime:20200802212015482,InOrOut:0	
userId:345,serialNumber:T2020080220343448218262388545377,cardNumber:6212261202030400345,dealTime:20200802205114482,InOrOut:0	
userId:346,serialNumber:T2020080220343448238223241218884,cardNumber:6212261202030400346,dealTime:20200802210810482,InOrOut:1	
userId:347,serialNumber:T2020080220343448308223571957607,cardNumber:6212261202030400347,dealTime:20200802204951483,InOrOut:1	
userId:348,serialNumber:T2020080220343448358254369964738,cardNumber:6212261202030400348,dealTime:20200802213355483,InOrOut:1	
userId:349,serialNumber:T2020080220343448348255295158186,cardNumber:6212261202030400349,dealTime:20200802204143483,InOrOut:0	
userId:350,serialNumber:T2020080220343448371260669477092,cardNumber:6212261202030400350,dealTime:20200802205401483,InOrOut:1	
userId:351,serialNumber:T2020080220343448391250241571700,cardNumber:6212261202030400351,dealTime:20200802210344483,InOrOut:1	
userId:352,serialNumber:T2020080220343448361235942389932,cardNumber:6212261202030400352,dealTime:20200802210131483,InOrOut:1	
userId:353,serialNumber:T2020080220343448321218725321610,cardNumber:6212261202030400353,dealTime:20200802203632483,InOrOut:1	
userId:354,serialNumber:T2020080220343448381224363968867,cardNumber:6212261202030400354,dealTime:20200802205328483,InOrOut:1	
userId:355,serialNumber:T2020080220343448311249532763418,cardNumber:6212261202030400355,dealTime:20200802204002483,InOrOut:1	
userId:356,serialNumber:T2020080220343448331228074258153,cardNumber:6212261202030400356,dealTime:20200802211240483,InOrOut:1	
userId:357,serialNumber:T2020080220343448301259868649396,cardNumber:6212261202030400357,dealTime:20200802205830483,InOrOut:0	
userId:358,serialNumber:T2020080220343448351240281694128,cardNumber:6212261202030400358,dealTime:20200802204008483,InOrOut:1	
userId:359,serialNumber:T2020080220343448441248721280576,cardNumber:6212261202030400359,dealTime:20200802212127484,InOrOut:0	
userId:360,serialNumber:T2020080220343448473242077146129,cardNumber:6212261202030400360,dealTime:20200802211540484,InOrOut:1	
userId:361,serialNumber:T2020080220343448493255617842241,cardNumber:6212261202030400361,dealTime:20200802205410484,InOrOut:0	
userId:362,serialNumber:T2020080220343448463288408444813,cardNumber:6212261202030400362,dealTime:20200802205225484,InOrOut:1	
userId:363,serialNumber:T2020080220343448423224293507129,cardNumber:6212261202030400363,dealTime:20200802205538484,InOrOut:0	
userId:364,serialNumber:T2020080220343448483249175882416,cardNumber:6212261202030400364,dealTime:20200802204535484,InOrOut:1	
userId:365,serialNumber:T2020080220343448413275170515069,cardNumber:6212261202030400365,dealTime:20200802213004484,InOrOut:1	
userId:366,serialNumber:T2020080220343448433250193944079,cardNumber:6212261202030400366,dealTime:20200802205608484,InOrOut:1	
userId:367,serialNumber:T2020080220343448403243465182833,cardNumber:6212261202030400367,dealTime:20200802213431484,InOrOut:0	
userId:368,serialNumber:T2020080220343448453234889760570,cardNumber:6212261202030400368,dealTime:20200802212537484,InOrOut:1	
userId:369,serialNumber:T2020080220343448443244998646470,cardNumber:6212261202030400369,dealTime:20200802210308484,InOrOut:1	
userId:370,serialNumber:T2020080220343448570251216893160,cardNumber:6212261202030400370,dealTime:20200802205424485,InOrOut:0	
userId:371,serialNumber:T2020080220343448590248321214690,cardNumber:6212261202030400371,dealTime:20200802210902485,InOrOut:0	
userId:372,serialNumber:T2020080220343448560219651532728,cardNumber:6212261202030400372,dealTime:20200802211443485,InOrOut:0	
userId:373,serialNumber:T2020080220343448520241095126337,cardNumber:6212261202030400373,dealTime:20200802204952485,InOrOut:0	
userId:374,serialNumber:T2020080220343448580218653218100,cardNumber:6212261202030400374,dealTime:20200802205324485,InOrOut:0	
userId:375,serialNumber:T2020080220343448510259394910116,cardNumber:6212261202030400375,dealTime:20200802212539485,InOrOut:1	
userId:376,serialNumber:T2020080220343448530242703458226,cardNumber:6212261202030400376,dealTime:20200802211822485,InOrOut:0	
userId:377,serialNumber:T2020080220343448500280412437341,cardNumber:6212261202030400377,dealTime:20200802204121485,InOrOut:0	
userId:378,serialNumber:T2020080220343448650210519568905,cardNumber:6212261202030400378,dealTime:20200802213010486,InOrOut:1	
userId:379,serialNumber:T2020080220343448640237077563329,cardNumber:6212261202030400379,dealTime:20200802212816486,InOrOut:0	
userId:380,serialNumber:T2020080220343448675289045422316,cardNumber:6212261202030400380,dealTime:20200802210050486,InOrOut:0	
userId:381,serialNumber:T2020080220343448695227162134446,cardNumber:6212261202030400381,dealTime:20200802211913486,InOrOut:0	
userId:382,serialNumber:T2020080220343448665281604604307,cardNumber:6212261202030400382,dealTime:20200802210424486,InOrOut:0	
userId:383,serialNumber:T2020080220343448625255794242439,cardNumber:6212261202030400383,dealTime:20200802203507486,InOrOut:1	
userId:384,serialNumber:T2020080220343448685285926218044,cardNumber:6212261202030400384,dealTime:20200802212122486,InOrOut:0	
userId:385,serialNumber:T2020080220343448615268526587034,cardNumber:6212261202030400385,dealTime:20200802212129486,InOrOut:0	
userId:386,serialNumber:T2020080220343448635253219151668,cardNumber:6212261202030400386,dealTime:20200802204315487,InOrOut:1	
userId:387,serialNumber:T2020080220343448705234103710838,cardNumber:6212261202030400387,dealTime:20200802204852487,InOrOut:1	
userId:388,serialNumber:T2020080220343448755245726081009,cardNumber:6212261202030400388,dealTime:20200802210955487,InOrOut:0	
userId:389,serialNumber:T2020080220343448745257110263701,cardNumber:6212261202030400389,dealTime:20200802205513487,InOrOut:1	
userId:390,serialNumber:T2020080220343448774276069302912,cardNumber:6212261202030400390,dealTime:20200802212009487,InOrOut:1	
userId:391,serialNumber:T2020080220343448794278408515785,cardNumber:6212261202030400391,dealTime:20200802205247487,InOrOut:1	
userId:392,serialNumber:T2020080220343448864252191133870,cardNumber:6212261202030400392,dealTime:20200802213000488,InOrOut:1	
userId:393,serialNumber:T2020080220343448824259443190086,cardNumber:6212261202030400393,dealTime:20200802212208488,InOrOut:0	
userId:394,serialNumber:T2020080220343448884220534292186,cardNumber:6212261202030400394,dealTime:20200802212038488,InOrOut:1	
userId:395,serialNumber:T2020080220343448814213747187944,cardNumber:6212261202030400395,dealTime:20200802212707488,InOrOut:1	
userId:396,serialNumber:T2020080220343448834286714549012,cardNumber:6212261202030400396,dealTime:20200802211747488,InOrOut:1	
userId:397,serialNumber:T2020080220343448804266004670193,cardNumber:6212261202030400397,dealTime:20200802211202488,InOrOut:1	
userId:398,serialNumber:T2020080220343448854219641334306,cardNumber:6212261202030400398,dealTime:20200802211703488,InOrOut:1	
userId:399,serialNumber:T2020080220343448844279342185287,cardNumber:6212261202030400399,dealTime:20200802210527488,InOrOut:1	
userId:400,serialNumber:T2020080220343448877837719869965,cardNumber:6212261202030400400,dealTime:20200802205130488,InOrOut:1	
userId:401,serialNumber:T2020080220343448997835938560478,cardNumber:6212261202030400401,dealTime:20200802210710489,InOrOut:0	
userId:402,serialNumber:T2020080220343448967840312305807,cardNumber:6212261202030400402,dealTime:20200802212135489,InOrOut:0	
userId:403,serialNumber:T2020080220343448927815251159866,cardNumber:6212261202030400403,dealTime:20200802213125489,InOrOut:0	
userId:404,serialNumber:T2020080220343448987873878523956,cardNumber:6212261202030400404,dealTime:20200802203507489,InOrOut:0	
userId:405,serialNumber:T2020080220343448917855441328706,cardNumber:6212261202030400405,dealTime:20200802213422489,InOrOut:1	
userId:406,serialNumber:T2020080220343448937817596306989,cardNumber:6212261202030400406,dealTime:20200802204151489,InOrOut:0	
userId:407,serialNumber:T2020080220343448907868904575583,cardNumber:6212261202030400407,dealTime:20200802213319489,InOrOut:1	
userId:408,serialNumber:T2020080220343448957865600176460,cardNumber:6212261202030400408,dealTime:20200802205104489,InOrOut:0	
userId:409,serialNumber:T2020080220343448947879676174950,cardNumber:6212261202030400409,dealTime:20200802211418489,InOrOut:0	
userId:410,serialNumber:T2020080220343449079853295695370,cardNumber:6212261202030400410,dealTime:20200802203454490,InOrOut:1	
userId:411,serialNumber:T2020080220343449099880198966993,cardNumber:6212261202030400411,dealTime:20200802211101490,InOrOut:1	
userId:412,serialNumber:T2020080220343449069861479543084,cardNumber:6212261202030400412,dealTime:20200802205138490,InOrOut:0	
userId:413,serialNumber:T2020080220343449029828396664284,cardNumber:6212261202030400413,dealTime:20200802205313490,InOrOut:1	
userId:414,serialNumber:T2020080220343449089859495360437,cardNumber:6212261202030400414,dealTime:20200802212357490,InOrOut:1	
userId:415,serialNumber:T2020080220343449019886025072054,cardNumber:6212261202030400415,dealTime:20200802212753490,InOrOut:1	
userId:416,serialNumber:T2020080220343449039814426126755,cardNumber:6212261202030400416,dealTime:20200802203906490,InOrOut:0	
userId:417,serialNumber:T2020080220343449009877228916371,cardNumber:6212261202030400417,dealTime:20200802212402490,InOrOut:0	
userId:418,serialNumber:T2020080220343449059861650568147,cardNumber:6212261202030400418,dealTime:20200802203615490,InOrOut:0	
userId:419,serialNumber:T2020080220343449149827064037238,cardNumber:6212261202030400419,dealTime:20200802203955491,InOrOut:0	
userId:420,serialNumber:T2020080220343449176842126035134,cardNumber:6212261202030400420,dealTime:20200802211335491,InOrOut:1	
userId:421,serialNumber:T2020080220343449196869065607384,cardNumber:6212261202030400421,dealTime:20200802210551491,InOrOut:0	
userId:422,serialNumber:T2020080220343449166840930785873,cardNumber:6212261202030400422,dealTime:20200802211656491,InOrOut:0	
userId:423,serialNumber:T2020080220343449126864737872947,cardNumber:6212261202030400423,dealTime:20200802210057491,InOrOut:0	
userId:424,serialNumber:T2020080220343449186879788540170,cardNumber:6212261202030400424,dealTime:20200802204251491,InOrOut:1	
userId:425,serialNumber:T2020080220343449116850213665726,cardNumber:6212261202030400425,dealTime:20200802210944491,InOrOut:1	
userId:426,serialNumber:T2020080220343449136840784325445,cardNumber:6212261202030400426,dealTime:20200802205449491,InOrOut:1	
userId:427,serialNumber:T2020080220343449106841846870076,cardNumber:6212261202030400427,dealTime:20200802204904491,InOrOut:1	
userId:428,serialNumber:T2020080220343449256843657973931,cardNumber:6212261202030400428,dealTime:20200802204329492,InOrOut:0	
userId:429,serialNumber:T2020080220343449246834588132972,cardNumber:6212261202030400429,dealTime:20200802212503492,InOrOut:1	
userId:430,serialNumber:T2020080220343449272868094876798,cardNumber:6212261202030400430,dealTime:20200802203618492,InOrOut:1	
userId:431,serialNumber:T2020080220343449292837921506265,cardNumber:6212261202030400431,dealTime:20200802210658492,InOrOut:1	
userId:432,serialNumber:T2020080220343449262885138617702,cardNumber:6212261202030400432,dealTime:20200802203916492,InOrOut:1	
userId:433,serialNumber:T2020080220343449222810555417549,cardNumber:6212261202030400433,dealTime:20200802210900492,InOrOut:0	
userId:434,serialNumber:T2020080220343449282880163118802,cardNumber:6212261202030400434,dealTime:20200802212513492,InOrOut:1	
userId:435,serialNumber:T2020080220343449212864037041297,cardNumber:6212261202030400435,dealTime:20200802204546492,InOrOut:0	
userId:436,serialNumber:T2020080220343449232859996160890,cardNumber:6212261202030400436,dealTime:20200802211858492,InOrOut:1	
userId:437,serialNumber:T2020080220343449302856744984616,cardNumber:6212261202030400437,dealTime:20200802212440493,InOrOut:1	
userId:438,serialNumber:T2020080220343449352857454672528,cardNumber:6212261202030400438,dealTime:20200802212935493,InOrOut:1	
userId:439,serialNumber:T2020080220343449342830611245487,cardNumber:6212261202030400439,dealTime:20200802210732493,InOrOut:1	
userId:440,serialNumber:T2020080220343449378838564276914,cardNumber:6212261202030400440,dealTime:20200802212205493,InOrOut:0	
userId:441,serialNumber:T2020080220343449398829828038257,cardNumber:6212261202030400441,dealTime:20200802212018493,InOrOut:0	
userId:442,serialNumber:T2020080220343449368880040855434,cardNumber:6212261202030400442,dealTime:20200802210038493,InOrOut:0	
userId:443,serialNumber:T2020080220343449328847704419152,cardNumber:6212261202030400443,dealTime:20200802205423493,InOrOut:0	
userId:444,serialNumber:T2020080220343449388844059821233,cardNumber:6212261202030400444,dealTime:20200802211108493,InOrOut:0	
userId:445,serialNumber:T2020080220343449318847496739476,cardNumber:6212261202030400445,dealTime:20200802204114493,InOrOut:0	
userId:446,serialNumber:T2020080220343449438844536014481,cardNumber:6212261202030400446,dealTime:20200802205330494,InOrOut:0	
userId:447,serialNumber:T2020080220343449408856787017333,cardNumber:6212261202030400447,dealTime:20200802205716494,InOrOut:1	
userId:448,serialNumber:T2020080220343449458820311144713,cardNumber:6212261202030400448,dealTime:20200802212604494,InOrOut:0	
userId:449,serialNumber:T2020080220343449448865682778772,cardNumber:6212261202030400449,dealTime:20200802204650494,InOrOut:0	
userId:450,serialNumber:T2020080220343449471866554604658,cardNumber:6212261202030400450,dealTime:20200802213414494,InOrOut:0	
userId:451,serialNumber:T2020080220343449491839296696209,cardNumber:6212261202030400451,dealTime:20200802210117494,InOrOut:0	
userId:452,serialNumber:T2020080220343449461821174272932,cardNumber:6212261202030400452,dealTime:20200802210856494,InOrOut:1	
userId:453,serialNumber:T2020080220343449421819573876415,cardNumber:6212261202030400453,dealTime:20200802213008494,InOrOut:1	
userId:454,serialNumber:T2020080220343449481867472735841,cardNumber:6212261202030400454,dealTime:20200802212334494,InOrOut:1	
userId:455,serialNumber:T2020080220343449511888835451117,cardNumber:6212261202030400455,dealTime:20200802212548495,InOrOut:0	
userId:456,serialNumber:T2020080220343449531827410354237,cardNumber:6212261202030400456,dealTime:20200802203646495,InOrOut:1	
userId:457,serialNumber:T2020080220343449501846533201787,cardNumber:6212261202030400457,dealTime:20200802213037495,InOrOut:0	
userId:458,serialNumber:T2020080220343449551821003429068,cardNumber:6212261202030400458,dealTime:20200802210451495,InOrOut:0	
userId:459,serialNumber:T2020080220343449541824152554366,cardNumber:6212261202030400459,dealTime:20200802205158495,InOrOut:1	
userId:460,serialNumber:T2020080220343449573877918019303,cardNumber:6212261202030400460,dealTime:20200802212653495,InOrOut:1	
userId:461,serialNumber:T2020080220343449593861273954884,cardNumber:6212261202030400461,dealTime:20200802205339496,InOrOut:1	
userId:462,serialNumber:T2020080220343449663829007116434,cardNumber:6212261202030400462,dealTime:20200802204351496,InOrOut:0	
userId:463,serialNumber:T2020080220343449623853239555341,cardNumber:6212261202030400463,dealTime:20200802205407496,InOrOut:1	
userId:464,serialNumber:T2020080220343449683821439335205,cardNumber:6212261202030400464,dealTime:20200802204912496,InOrOut:1	
userId:465,serialNumber:T2020080220343449613834824373269,cardNumber:6212261202030400465,dealTime:20200802203954496,InOrOut:0	
userId:466,serialNumber:T2020080220343449633813229379928,cardNumber:6212261202030400466,dealTime:20200802210546496,InOrOut:1	
userId:467,serialNumber:T2020080220343449603845573144035,cardNumber:6212261202030400467,dealTime:20200802204632496,InOrOut:0	
userId:468,serialNumber:T2020080220343449653856464092410,cardNumber:6212261202030400468,dealTime:20200802204202496,InOrOut:1	
userId:469,serialNumber:T2020080220343449643880710447235,cardNumber:6212261202030400469,dealTime:20200802205537496,InOrOut:0	
userId:470,serialNumber:T2020080220343449670814618672980,cardNumber:6212261202030400470,dealTime:20200802211258496,InOrOut:0	
userId:471,serialNumber:T2020080220343449790842906985864,cardNumber:6212261202030400471,dealTime:20200802205406497,InOrOut:1	
